[5.000e-01 1.625e+03 1.600e+01 5.000e-01]
[1]
[55. 45.  3.  0.  0.]
[0. 0. 0. 0. 0.]
[10.083764, 1.5835048, -8.311913, -200.0, 0.0, 90.0, 1, 1e-04]
[7.7398605, 2.7072563, -8.501105, -200.0, 0.0, 90.0, 1, 1e-04]
[15.7030945, 15.433544, -8.209732, -200.0, 0.0, 90.0, 1, 1e-04]
[6.776772, 8.419244, -8.225579, -200.0, 0.0, 90.0, 1, 1e-04]
[7.3279157, 1.7992167, -8.383138, -200.0, 0.0, 90.0, 1, 1e-04]
[9.046641, 7.0000725, -8.576269, -200.0, 0.0, 90.0, 1, 1e-04]
[5.248598, 10.2219925, -8.366484, -200.0, 0.0, 90.0, 1, 1e-04]
[0.32426217, 12.117692, -3.470522, 1245.7618, 39.60719, 12.120823, 1, 1e-04]
[5.590984, 7.3908396, -3.9439664, 700.40314, 55.59946, -151.3676, 1, 1e-04]
[3.573744, 9.280264, -8.191047, -200.0, 0.0, 90.0, 1, 1e-04]
[10.406302, 9.238985, -8.1964245, -200.0, 0.0, 90.0, 1, 1e-04]
[0.009607721, 2.896394, -3.4517663, 1220.3181, 48.18495, 28.779121, 1, 1e-04]
[8.823917, 0.03548839, -8.37186, -200.0, 0.0, 90.0, 1, 1e-04]
[4.2704306, 10.03859, -8.456753, -200.0, 0.0, 90.0, 1, 1e-04]
[0.33599645, 0.9600998, -8.250723, -200.0, 0.0, 90.0, 1, 1e-04]
[15.679089, 0.8672881, -8.264579, -200.0, 0.0, 90.0, 1, 1e-04]
[4.775587, 9.980401, -8.35045, -200.0, 0.0, 90.0, 1, 1e-04]
[13.452897, 4.6387186, -8.468506, -200.0, 0.0, 90.0, 1, 1e-04]
[8.794493, 11.256174, -1.983051, 1031.1437, 33.163204, 52.696777, 1, 1e-04]
[13.422661, 7.8895698, -4.502322, 1045.9434, 52.58417, 5.4679537, 1, 1e-04]
[3.6041794, 7.985039, -8.19471, -200.0, 0.0, 90.0, 1, 1e-04]
[9.008825, 14.809259, -4.2966585, 956.24786, 66.79776, -168.5595, 1, 1e-04]
[6.0774317, 13.1956625, -4.2352967, 1120.0992, 50.35687, 67.79244, 1, 1e-04]
[6.344502, 13.294455, -4.4786315, 1108.0618, 57.04206, 137.78595, 1, 1e-04]
[12.781722, 1.6310097, -8.323607, -200.0, 0.0, 90.0, 1, 1e-04]
[0.28469467, 2.7254345, -8.441917, -200.0, 0.0, 90.0, 1, 1e-04]
[4.6306376, 8.433118, -4.5738306, 542.5345, 55.56008, -144.54277, 1, 1e-04]
[1.3863677, 15.056409, -8.4175005, -200.0, 0.0, 90.0, 1, 1e-04]
[0.13088018, 8.913124, -8.23397, -200.0, 0.0, 90.0, 1, 1e-04]
[7.131305, 14.285364, -8.2788315, -200.0, 0.0, 90.0, 1, 1e-04]
[11.701225, 7.6769195, 0.46835452, 1347.5544, 78.628075, 13.293581, 1, 1e-04]
[0.763242, 9.938806, -8.222847, -200.0, 0.0, 90.0, 1, 1e-04]
[15.75003, 2.3839943, -8.576112, -200.0, 0.0, 90.0, 1, 1e-04]
[0.9472502, 0.08283874, -8.640668, -200.0, 0.0, 90.0, 1, 1e-04]
[11.098201, 10.36709, -8.239029, -200.0, 0.0, 90.0, 1, 1e-04]
[3.3314047, 15.06422, -8.50138, -200.0, 0.0, 90.0, 1, 1e-04]
[13.647893, 7.898113, -3.8699915, 1175.3359, 53.622364, 88.535324, 1, 1e-04]
[8.506486, 10.938239, -2.2085364, 684.8614, 56.06691, -127.72198, 1, 1e-04]
[3.5885358, 12.34886, -8.554546, -200.0, 0.0, 90.0, 1, 1e-04]
[0.69089085, 10.3779955, -8.180173, -200.0, 0.0, 90.0, 1, 1e-04]
[15.632698, 3.465259, 0.18475407, 1397.6534, 81.97164, 19.222626, 1, 1e-04]
[2.4491892, 9.22487, -8.224586, -200.0, 0.0, 90.0, 1, 1e-04]
[3.5816975, 8.390153, -8.192321, -200.0, 0.0, 90.0, 1, 1e-04]
[6.0272384, 10.049262, -8.3687105, -200.0, 0.0, 90.0, 1, 1e-04]
[10.345987, 1.4843675, -8.229916, -200.0, 0.0, 90.0, 1, 1e-04]
[13.711839, 3.9026392, -8.197217, -200.0, 0.0, 90.0, 1, 1e-04]
[0.35848984, 0.6675804, -8.268271, -200.0, 0.0, 90.0, 1, 1e-04]
[2.646147, 0.14903687, -8.209846, -200.0, 0.0, 90.0, 1, 1e-04]
[13.430013, 1.0909231, -8.276107, -200.0, 0.0, 90.0, 1, 1e-04]
[4.894734, 10.922762, -8.456247, -200.0, 0.0, 90.0, 1, 1e-04]
[9.5808, 7.3780103, -8.391952, -200.0, 0.0, 90.0, 1, 1e-04]
[3.9798164, 15.716852, -8.233115, -200.0, 0.0, 90.0, 1, 1e-04]
[8.345227, 7.215549, -8.222985, -200.0, 0.0, 90.0, 1, 1e-04]
[4.246109, 8.175846, -4.503596, 564.5621, 51.265766, -152.21599, 1, 1e-04]
[2.7202501, 1.1163877, -8.366267, -200.0, 0.0, 90.0, 1, 1e-04]
[2.182927, 1.2639616, -8.2155285, -200.0, 0.0, 90.0, 1, 1e-04]
[13.7055025, 4.8798175, -8.301156, -200.0, 0.0, 90.0, 1, 1e-04]
